GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,694.85,1232.74,1391.54,-965.32,-8396.07,454.95,3978.7,-1679.74,45.91,-1608.6,-1633.83,-3242.43
2,553.66,1065.85,1386.43,-995.44,-8387.94,454.82,3986.89,-1706.6,45.01,-1935.74,-1661.59,-3597.33
3,482.72,973.51,1381.77,-995.45,-8437.06,458.63,4007.34,-1684.6,45.37,-2128.55,-1639.23,-3767.77
4,462.79,912.9,1355.96,-976.6,-8400.96,467.65,3993.36,-1704.55,45.51,-2184.91,-1659.04,-3843.95
5,447.91,875.83,1340.92,-1008.7,-8428.81,448.33,4000.68,-1700.92,44.76,-2323.82,-1656.16,-3979.99
6,429.72,868.65,1347.07,-980.72,-8405.16,455.63,3976.79,-1677.79,44.78,-2308.02,-1633.01,-3941.03
7,398.24,913.15,1357.79,-964.69,-8401.05,454.14,3950.88,-1698.72,45.24,-2291.54,-1653.48,-3945.02
8,413.56,857.34,1378.74,-984.9,-8407.19,450.67,3988.03,-1700.73,45.84,-2303.74,-1654.88,-3958.63
9,409.79,873.75,1360.66,-975.26,-8391.99,448.3,3945.09,-1686.17,45.55,-2329.65,-1640.62,-3970.28
10,407.2,867.22,1346.81,-997.21,-8370.42,447.02,3939.64,-1700.42,45.38,-2359.75,-1655.04,-4014.78

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,694.79,1229.32,1391.38,-954.27,-8397.05,454.7,3978.84,-1683.09,46.26,-1602.28,-1636.82,-3239.1
2,553.44,1061.0,1386.28,-982.94,-8388.57,454.54,3987.01,-1710.91,45.46,-1929.24,-1665.45,-3594.69
3,482.63,970.22,1380.6,-982.81,-8437.81,458.12,4007.53,-1689.07,45.74,-2121.52,-1643.33,-3764.85
4,462.68,908.17,1355.35,-964.78,-8401.76,466.96,3993.54,-1709.05,45.83,-2179.84,-1663.22,-3843.06
5,447.42,872.21,1340.8,-998.01,-8429.72,447.66,4000.87,-1705.21,45.04,-2318.76,-1660.18,-3978.94
6,429.51,865.81,1345.78,-970.0,-8406.15,454.63,3976.96,-1681.07,45.15,-2303.45,-1635.92,-3939.38
7,398.08,910.06,1357.36,-952.26,-8402.08,453.91,3951.06,-1702.88,45.6,-2283.87,-1657.28,-3941.15
8,412.22,852.46,1378.08,-975.41,-8408.16,450.21,3988.24,-1704.27,46.11,-2302.36,-1658.17,-3960.53
9,408.98,868.55,1360.21,-964.18,-8392.67,448.26,3945.18,-1690.74,45.82,-2325.68,-1644.92,-3970.6
10,407.03,863.02,1346.59,-985.19,-8371.34,446.48,3939.86,-1703.96,45.62,-2353.56,-1658.33,-4011.89

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,-0.0,0.0,-0.0,-10.96,0.08,-0.0,-0.0,3.48,-1.77,-10.87,1.71,-9.17
2,-0.0,0.0,0.0,-12.4,-0.26,-0.0,0.0,4.43,-1.86,-12.67,2.57,-10.1
3,0.0,-0.0,0.0,-12.62,-0.18,0.0,0.0,4.59,-1.78,-12.8,2.81,-9.98
4,0.0,-0.0,0.0,-11.8,-0.14,-0.0,-0.0,4.62,-1.74,-11.94,2.88,-9.06
5,-0.0,-0.0,-0.0,-10.64,-0.04,0.0,-0.0,4.4,-1.69,-10.67,2.71,-7.97
6,-0.0,0.0,0.0,-10.78,0.04,-0.0,0.0,3.4,-1.78,-10.74,1.61,-9.12
7,-0.0,0.0,0.0,-12.34,0.12,0.0,0.0,4.28,-1.77,-12.21,2.51,-9.7
8,-0.0,0.0,0.0,-9.43,0.05,0.0,-0.0,3.67,-1.68,-9.39,1.99,-7.39
9,-0.0,0.0,-0.0,-11.0,-0.18,0.0,0.0,4.7,-1.69,-11.18,3.01,-8.16
10,0.0,0.0,0.0,-12.03,-0.04,-0.0,-0.0,3.65,-1.66,-12.07,1.99,-10.08


