GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,696.87,1236.44,1388.46,-974.24,-8372.52,454.14,3988.86,-1686.52,45.64,-1581.98,-1640.88,-3222.86
2,557.67,1067.78,1385.14,-1000.76,-8370.22,455.61,3996.61,-1712.54,44.9,-1908.17,-1667.64,-3575.82
3,482.27,973.43,1381.1,-1004.46,-8414.41,458.76,4018.95,-1691.83,45.23,-2104.36,-1646.6,-3750.96
4,463.76,916.99,1357.34,-982.22,-8391.33,468.56,4003.94,-1705.87,45.26,-2162.95,-1660.61,-3823.56
5,446.6,876.34,1342.21,-1012.89,-8414.24,448.77,4013.05,-1703.58,44.52,-2300.17,-1659.06,-3959.23
6,427.99,868.68,1347.44,-988.04,-8379.87,456.23,3987.29,-1686.67,44.56,-2280.28,-1642.11,-3922.39
7,399.79,914.36,1356.89,-972.98,-8377.83,454.48,3960.49,-1707.62,45.02,-2264.8,-1662.6,-3927.4
8,414.97,857.25,1379.04,-988.7,-8391.9,450.67,3997.66,-1705.21,45.63,-2281.01,-1659.59,-3940.59
9,411.42,874.5,1360.07,-979.21,-8375.86,448.95,3954.98,-1690.13,45.32,-2305.14,-1644.81,-3949.96
10,407.72,867.76,1347.27,-1003.84,-8346.8,447.36,3951.0,-1707.87,45.1,-2329.54,-1662.76,-3992.31

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,696.81,1233.03,1388.3,-963.17,-8373.5,453.88,3989.01,-1689.85,46.0,-1575.64,-1643.85,-3219.49
2,557.45,1062.94,1385.0,-988.24,-8370.85,455.33,3996.73,-1716.8,45.34,-1901.65,-1671.46,-3573.11
3,482.18,970.14,1379.92,-991.81,-8415.16,458.26,4019.14,-1696.27,45.6,-2097.31,-1650.67,-3747.98
4,463.66,912.26,1356.73,-970.38,-8392.12,467.87,4004.13,-1710.36,45.59,-2157.85,-1664.77,-3822.62
5,446.11,872.72,1342.08,-1002.19,-8415.16,448.1,4013.24,-1707.85,44.79,-2295.1,-1663.06,-3958.15
6,427.78,865.84,1346.15,-977.31,-8380.86,455.24,3987.46,-1689.89,44.93,-2275.71,-1644.96,-3920.67
7,399.64,911.27,1356.46,-960.53,-8378.87,454.26,3960.66,-1711.74,45.38,-2257.11,-1666.36,-3923.48
8,413.64,852.36,1378.39,-979.2,-8392.88,450.21,3997.87,-1708.72,45.89,-2279.62,-1662.83,-3942.45
9,410.61,869.3,1359.62,-968.11,-8376.53,448.91,3955.06,-1694.67,45.59,-2301.15,-1649.08,-3950.22
10,407.55,863.56,1347.05,-991.82,-8347.72,446.82,3951.21,-1711.38,45.34,-2323.34,-1666.03,-3989.37

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,-0.0,-0.0,-0.0,-10.97,0.08,-0.0,0.0,3.46,-1.77,-10.88,1.69,-9.2
2,-0.0,0.0,0.0,-12.42,-0.27,-0.0,-0.0,4.38,-1.86,-12.69,2.52,-10.17
3,-0.0,0.0,-0.0,-12.63,-0.18,0.0,0.0,4.56,-1.78,-12.82,2.78,-10.04
4,-0.0,-0.0,0.0,-11.81,-0.15,-0.0,-0.0,4.6,-1.74,-11.96,2.86,-9.11
5,0.0,-0.0,-0.0,-10.65,-0.03,0.0,-0.0,4.38,-1.69,-10.69,2.69,-8.0
6,-0.0,0.0,0.0,-10.8,0.05,-0.0,0.0,3.33,-1.78,-10.75,1.55,-9.2
7,0.0,0.0,0.0,-12.36,0.12,0.0,0.0,4.25,-1.77,-12.23,2.48,-9.75
8,0.0,0.0,0.0,-9.44,0.05,-0.0,0.0,3.63,-1.68,-9.39,1.95,-7.44
9,0.0,-0.0,-0.0,-11.01,-0.19,-0.0,-0.0,4.68,-1.69,-11.2,2.99,-8.22
10,0.0,0.0,0.0,-12.05,-0.04,-0.0,-0.0,3.62,-1.66,-12.09,1.96,-10.13


