GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,696.41,1231.73,1396.85,-964.11,-8385.87,456.59,3913.43,-1699.69,45.91,-1654.96,-1653.78,-3308.75
2,557.56,1066.7,1392.61,-992.86,-8378.33,456.55,3920.08,-1728.36,45.04,-1977.69,-1683.32,-3661.01
3,482.47,971.89,1386.63,-993.19,-8424.23,459.43,3941.74,-1707.05,45.5,-2175.26,-1661.55,-3836.81
4,464.98,915.5,1363.63,-975.48,-8389.19,468.02,3925.04,-1725.53,45.52,-2227.5,-1680.01,-3907.51
5,446.6,874.49,1349.22,-1005.42,-8418.51,449.43,3935.3,-1722.56,44.73,-2368.88,-1677.84,-4046.72
6,429.63,864.88,1352.01,-978.5,-8388.2,456.43,3911.74,-1703.27,44.84,-2352.01,-1658.44,-4010.45
7,397.57,913.0,1364.1,-967.72,-8385.18,455.36,3883.29,-1721.42,45.26,-2339.59,-1676.16,-4015.75
8,414.47,856.85,1386.15,-982.89,-8394.89,451.5,3921.0,-1724.11,45.9,-2347.82,-1678.21,-4026.03
9,411.13,871.43,1368.61,-972.24,-8382.67,448.67,3878.59,-1706.87,45.59,-2376.49,-1661.28,-4037.77
10,407.44,864.45,1354.12,-995.6,-8355.67,447.62,3874.4,-1722.94,45.29,-2403.23,-1677.65,-4080.87

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,696.35,1228.31,1396.7,-953.05,-8386.85,456.34,3913.58,-1703.05,46.26,-1648.63,-1656.79,-3305.41
2,557.34,1061.86,1392.47,-980.35,-8378.96,456.27,3920.2,-1732.66,45.48,-1971.17,-1687.18,-3658.35
3,482.38,968.6,1385.46,-980.55,-8424.98,458.92,3941.93,-1711.54,45.87,-2168.23,-1665.67,-3833.9
4,464.88,910.77,1363.02,-963.65,-8389.98,467.33,3925.23,-1730.05,45.84,-2222.41,-1684.21,-3906.62
5,446.12,870.86,1349.1,-994.72,-8419.43,448.77,3935.5,-1726.86,45.0,-2363.81,-1681.86,-4045.67
6,429.42,862.04,1350.72,-967.78,-8389.19,455.43,3911.91,-1706.55,45.21,-2347.45,-1661.34,-4008.79
7,397.42,909.91,1363.66,-955.28,-8386.21,455.14,3883.46,-1725.59,45.62,-2331.9,-1679.97,-4011.87
8,413.14,851.96,1385.49,-973.4,-8395.88,451.03,3921.21,-1727.65,46.17,-2346.45,-1681.48,-4027.93
9,410.31,866.22,1368.15,-961.14,-8383.34,448.63,3878.67,-1711.44,45.86,-2372.5,-1665.58,-4038.08
10,407.27,860.26,1353.9,-983.58,-8356.58,447.09,3874.62,-1726.49,45.53,-2397.02,-1680.95,-4077.97

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.0,-0.0,-0.0,-10.96,0.08,0.0,0.0,3.48,-1.77,-10.88,1.71,-9.17
2,0.0,0.0,0.0,-12.41,-0.27,0.0,-0.0,4.42,-1.86,-12.69,2.56,-10.12
3,0.0,-0.0,0.0,-12.62,-0.18,0.0,0.0,4.61,-1.78,-12.8,2.83,-9.98
4,0.0,-0.0,0.0,-11.81,-0.15,-0.0,-0.0,4.63,-1.74,-11.96,2.89,-9.06
5,-0.0,-0.0,-0.0,-10.65,-0.03,0.0,-0.0,4.41,-1.69,-10.68,2.72,-7.96
6,-0.0,0.0,0.0,-10.79,0.05,-0.0,0.0,3.38,-1.78,-10.74,1.6,-9.14
7,-0.0,0.0,-0.0,-12.35,0.12,-0.0,0.0,4.3,-1.77,-12.23,2.52,-9.71
8,-0.0,-0.0,0.0,-9.44,0.06,0.0,0.0,3.66,-1.68,-9.38,1.98,-7.4
9,0.0,-0.0,-0.0,-11.01,-0.19,-0.0,0.0,4.71,-1.69,-11.2,3.02,-8.18
10,-0.0,0.0,0.0,-12.04,-0.05,-0.0,-0.0,3.66,-1.66,-12.09,2.0,-10.09


