GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,754.96,1234.81,1396.99,-968.74,-8387.87,457.84,3923.9,-1706.98,45.97,-1588.1,-1661.01,-3249.12
2,614.29,1065.33,1392.34,-997.97,-8379.61,457.98,3931.38,-1735.61,45.19,-1916.26,-1690.42,-3606.69
3,542.2,973.88,1387.08,-996.57,-8428.93,461.11,3952.91,-1712.53,45.6,-2108.32,-1666.93,-3775.25
4,523.9,915.1,1362.67,-979.37,-8392.59,468.9,3936.86,-1732.66,45.71,-2164.53,-1686.95,-3851.49
5,506.97,874.49,1348.66,-1009.08,-8422.24,449.59,3946.33,-1728.6,44.87,-2305.28,-1683.73,-3989.01
6,487.73,865.7,1353.54,-981.92,-8394.69,457.41,3923.49,-1707.52,45.02,-2288.74,-1662.5,-3951.25
7,457.53,913.15,1364.7,-968.96,-8391.94,456.22,3894.73,-1724.52,45.39,-2274.55,-1679.14,-3953.69
8,471.11,856.36,1385.9,-987.78,-8401.35,453.6,3932.58,-1728.77,46.03,-2289.57,-1682.74,-3972.31
9,469.54,870.99,1367.55,-976.51,-8385.34,450.0,3889.71,-1713.9,45.76,-2314.06,-1668.14,-3982.2
10,466.32,864.91,1353.19,-998.33,-8360.2,448.52,3885.19,-1728.28,45.51,-2340.4,-1682.76,-4023.17

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,754.9,1231.4,1396.83,-958.11,-8388.89,457.59,3924.05,-1710.75,46.3,-1582.24,-1664.45,-3246.68
2,614.07,1060.49,1392.2,-985.86,-8380.2,457.7,3931.51,-1740.42,45.63,-1910.11,-1694.79,-3604.89
3,542.11,970.6,1385.91,-984.21,-8429.67,460.61,3953.1,-1717.51,45.98,-2101.57,-1671.53,-3773.1
4,523.8,910.37,1362.06,-967.73,-8393.4,468.21,3937.05,-1737.65,46.03,-2159.65,-1691.62,-3851.26
5,506.48,870.87,1348.53,-998.54,-8423.16,448.92,3946.53,-1733.22,45.15,-2300.38,-1688.07,-3988.44
6,487.52,862.86,1352.25,-971.43,-8395.68,456.41,3923.66,-1711.02,45.37,-2284.4,-1665.65,-3950.05
7,457.38,910.06,1364.27,-956.59,-8392.97,456.0,3894.91,-1729.38,45.75,-2266.94,-1683.63,-3950.57
8,469.78,851.48,1385.25,-978.47,-8402.33,453.13,3932.79,-1732.6,46.28,-2288.37,-1686.32,-3974.69
9,468.73,865.78,1367.09,-965.56,-8385.99,449.96,3889.79,-1718.78,46.03,-2310.2,-1672.75,-3982.95
10,466.15,860.72,1352.96,-986.5,-8361.11,447.98,3885.41,-1732.1,45.75,-2334.39,-1686.35,-4020.74

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.0,-0.0,0.0,-10.53,0.12,-0.0,0.0,3.9,-1.75,-10.41,2.15,-8.27
2,0.0,-0.0,0.0,-12.01,-0.31,-0.0,-0.0,4.93,-1.86,-12.32,3.07,-9.25
3,0.0,0.0,-0.0,-12.34,-0.19,0.0,0.0,5.11,-1.79,-12.53,3.31,-9.21
4,-0.0,-0.0,-0.0,-11.62,-0.13,-0.0,0.0,5.1,-1.74,-11.76,3.36,-8.39
5,-0.0,-0.0,-0.0,-10.49,-0.03,-0.0,-0.0,4.73,-1.69,-10.52,3.03,-7.48
6,-0.0,0.0,0.0,-10.56,0.04,-0.0,0.0,3.61,-1.76,-10.52,1.84,-8.67
7,-0.0,0.0,-0.0,-12.27,0.12,-0.0,0.0,4.98,-1.78,-12.16,3.21,-8.95
8,0.0,0.0,-0.0,-9.25,0.05,0.0,0.0,3.96,-1.66,-9.2,2.29,-6.91
9,0.0,-0.0,0.0,-10.85,-0.21,-0.0,-0.0,5.02,-1.69,-11.06,3.33,-7.73
10,-0.0,-0.0,-0.0,-11.85,-0.05,0.0,0.0,3.93,-1.66,-11.9,2.28,-9.62


