GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,693.96,1236.39,1397.9,-972.61,-8239.51,456.41,3915.43,-1775.33,45.54,-1512.02,-1729.79,-3241.82
2,556.79,1067.26,1393.41,-999.48,-8233.82,456.01,3920.42,-1802.29,44.76,-1839.4,-1757.53,-3596.93
3,482.78,973.96,1388.77,-1000.45,-8284.25,459.3,3942.31,-1774.8,45.13,-2037.57,-1729.67,-3767.24
4,464.87,917.24,1364.6,-984.6,-8244.3,467.41,3923.79,-1793.26,45.19,-2090.98,-1748.07,-3839.06
5,448.05,875.39,1350.03,-1012.1,-8280.81,449.64,3936.46,-1789.19,44.49,-2233.35,-1744.7,-3978.05
6,428.32,869.09,1354.77,-987.66,-8251.11,456.46,3912.59,-1767.77,44.5,-2217.54,-1723.27,-3940.81
7,398.31,914.91,1365.84,-973.65,-8239.92,454.43,3884.59,-1793.03,44.93,-2195.49,-1748.1,-3943.59
8,414.37,858.33,1387.06,-990.78,-8252.52,451.21,3922.03,-1791.77,45.5,-2210.31,-1746.27,-3956.58
9,411.62,873.2,1368.93,-978.4,-8238.18,447.64,3879.12,-1778.76,45.29,-2236.06,-1733.46,-3969.53
10,406.56,867.89,1354.1,-1003.18,-8207.0,447.5,3874.17,-1796.65,45.07,-2259.96,-1751.58,-4011.54

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,693.9,1232.97,1397.74,-961.63,-8240.56,456.15,3915.58,-1778.79,45.89,-1505.84,-1732.9,-3238.75
2,556.57,1062.42,1393.27,-987.17,-8234.53,455.73,3920.54,-1806.4,45.15,-1833.17,-1761.25,-3594.42
3,482.69,970.68,1387.6,-987.96,-8285.05,458.8,3942.51,-1779.2,45.46,-2030.75,-1733.74,-3764.48
4,464.77,912.51,1364.0,-972.93,-8245.17,466.72,3923.98,-1797.91,45.49,-2086.13,-1752.42,-3838.55
5,447.56,871.77,1349.9,-1001.71,-8281.82,448.97,3936.65,-1792.95,44.7,-2228.68,-1748.24,-3976.92
6,428.11,866.26,1353.48,-977.05,-8252.12,455.47,3912.76,-1770.88,44.84,-2213.1,-1726.03,-3939.13
7,398.16,911.82,1365.41,-961.56,-8241.08,454.21,3884.77,-1797.31,45.24,-2188.27,-1752.08,-3940.35
8,413.04,853.44,1386.4,-981.42,-8253.49,450.75,3922.24,-1795.33,45.75,-2209.05,-1749.58,-3958.63
9,410.8,868.0,1368.48,-967.45,-8238.95,447.6,3879.21,-1783.26,45.53,-2232.32,-1737.72,-3970.04
10,406.38,863.7,1353.88,-991.4,-8208.03,446.96,3874.39,-1799.85,45.26,-2254.12,-1754.6,-4008.71

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.0,-0.0,-0.0,-10.88,0.15,0.0,0.0,3.59,-1.77,-10.73,1.82,-8.91
2,0.0,0.0,0.0,-12.2,-0.19,-0.0,0.0,4.23,-1.81,-12.4,2.42,-9.97
3,0.0,-0.0,-0.0,-12.47,-0.12,0.0,0.0,4.52,-1.75,-12.59,2.78,-9.82
4,-0.0,0.0,0.0,-11.64,-0.08,-0.0,-0.0,4.76,-1.71,-11.72,3.05,-8.67
5,-0.0,0.0,-0.0,-10.35,0.06,-0.0,-0.0,3.87,-1.63,-10.28,2.24,-8.04
6,-0.0,0.0,0.0,-10.68,0.06,-0.0,0.0,3.21,-1.75,-10.61,1.46,-9.15
7,-0.0,-0.0,-0.0,-12.0,0.24,0.0,0.0,4.41,-1.72,-11.76,2.69,-9.07
8,-0.0,-0.0,0.0,-9.3,0.04,0.0,0.0,3.68,-1.66,-9.26,2.02,-7.24
9,-0.0,-0.0,0.0,-10.86,-0.09,-0.0,-0.0,4.64,-1.66,-10.95,2.98,-7.97
10,0.0,-0.0,0.0,-11.8,0.07,-0.0,-0.0,3.32,-1.6,-11.73,1.71,-10.01


