GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,682.97,1230.94,1395.18,-958.51,-8372.34,454.14,3891.93,-1693.44,46.34,-1675.69,-1647.11,-3322.8
2,548.54,1061.63,1389.92,-986.04,-8364.11,455.49,3899.13,-1721.3,45.59,-1995.45,-1675.71,-3671.16
3,473.49,971.12,1384.26,-985.61,-8414.18,457.23,3919.92,-1699.75,45.86,-2193.78,-1653.89,-3847.67
4,451.23,911.83,1362.75,-969.39,-8376.58,466.27,3902.77,-1718.24,46.03,-2251.11,-1672.21,-3923.33
5,435.8,871.48,1346.96,-999.18,-8408.48,446.58,3913.52,-1713.86,45.39,-2393.32,-1668.47,-4061.79
6,421.18,865.97,1348.94,-971.86,-8379.99,453.51,3890.12,-1693.62,45.32,-2372.12,-1648.3,-4020.42
7,389.71,911.17,1364.01,-957.55,-8374.91,451.67,3861.77,-1712.1,45.69,-2354.12,-1666.4,-4020.52
8,405.23,855.13,1385.1,-977.99,-8387.97,449.45,3899.9,-1712.42,46.38,-2371.14,-1666.04,-4037.18
9,399.2,870.93,1363.63,-965.24,-8369.95,446.41,3857.2,-1700.96,45.99,-2397.82,-1654.97,-4052.79
10,397.47,864.99,1350.8,-989.05,-8345.12,446.44,3852.66,-1713.1,45.84,-2421.8,-1667.27,-4089.07

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,682.91,1227.52,1395.02,-949.12,-8373.35,453.89,3892.08,-1696.64,46.49,-1671.06,-1650.14,-3321.2
2,548.32,1056.79,1389.77,-974.95,-8364.82,455.21,3899.26,-1725.11,45.87,-1990.42,-1679.23,-3669.66
3,473.4,967.84,1383.09,-974.24,-8415.12,456.73,3920.11,-1703.32,46.06,-2188.2,-1657.27,-3845.47
4,451.13,907.1,1362.14,-958.35,-8377.59,465.58,3902.96,-1721.78,46.17,-2247.03,-1675.61,-3922.64
5,435.31,867.86,1346.84,-989.44,-8409.42,445.91,3913.71,-1717.62,45.42,-2389.22,-1672.2,-4061.42
6,420.97,863.13,1347.65,-962.58,-8380.96,452.52,3890.3,-1696.41,45.48,-2368.97,-1650.93,-4019.9
7,389.56,908.08,1363.58,-946.81,-8375.93,451.44,3861.95,-1716.15,45.86,-2348.13,-1670.29,-4018.42
8,403.9,850.25,1384.44,-968.07,-8388.95,448.99,3900.1,-1715.27,46.35,-2369.33,-1668.91,-4038.24
9,398.39,865.72,1363.17,-955.87,-8370.82,446.37,3857.28,-1704.34,46.0,-2395.76,-1658.34,-4054.09
10,397.3,860.79,1350.58,-978.72,-8346.04,445.91,3852.88,-1716.3,45.85,-2417.31,-1670.46,-4087.76

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,-0.0,-0.0,-0.0,-9.29,0.1,0.0,0.0,3.32,-1.57,-9.18,1.75,-7.43
2,0.0,0.0,0.0,-11.0,-0.19,-0.0,-0.0,3.93,-1.7,-11.19,2.23,-8.96
3,-0.0,-0.0,0.0,-11.35,0.0,0.0,-0.0,3.69,-1.61,-11.35,2.08,-9.27
4,0.0,-0.0,0.0,-11.01,0.06,-0.0,-0.0,3.65,-1.56,-10.95,2.1,-8.85
5,0.0,-0.0,-0.0,-9.7,-0.01,-0.0,-0.0,3.86,-1.44,-9.71,2.43,-7.28
6,0.0,0.0,0.0,-9.35,0.03,-0.0,0.0,2.89,-1.57,-9.32,1.33,-7.99
7,-0.0,0.0,0.0,-10.65,0.11,0.0,-0.0,4.19,-1.59,-10.53,2.6,-7.93
8,0.0,-0.0,0.0,-9.86,0.04,0.0,0.0,2.97,-1.39,-9.82,1.59,-8.23
9,0.0,-0.0,0.0,-9.28,0.01,0.0,0.0,3.52,-1.43,-9.27,2.09,-7.18
10,0.0,-0.0,0.0,-10.34,-0.04,-0.0,-0.0,3.31,-1.42,-10.38,1.88,-8.5


