GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,690.76,1233.96,1398.06,-966.42,-8198.55,454.81,3905.84,-1818.64,45.98,-1481.53,-1772.66,-3254.19
2,557.44,1065.73,1393.14,-1001.09,-8179.17,455.35,3913.29,-1855.64,45.11,-1795.31,-1810.53,-3605.85
3,481.14,970.33,1388.55,-997.16,-8232.71,457.86,3935.36,-1828.79,45.49,-1996.62,-1783.3,-3779.92
4,464.92,913.96,1364.53,-978.75,-8194.24,467.56,3918.07,-1850.45,45.63,-2043.96,-1804.82,-3848.78
5,447.7,874.76,1349.52,-1009.43,-8221.82,447.9,3927.68,-1846.45,44.79,-2183.69,-1801.66,-3985.35
6,427.87,864.87,1354.88,-981.96,-8197.44,455.85,3905.24,-1824.24,44.91,-2170.68,-1779.33,-3950.01
7,399.57,914.32,1365.71,-966.93,-8194.68,453.0,3876.34,-1843.51,45.33,-2152.67,-1798.19,-3950.86
8,413.22,855.96,1386.78,-989.97,-8194.39,449.28,3914.41,-1852.03,45.93,-2164.7,-1806.09,-3970.8
9,410.96,870.24,1368.91,-977.91,-8185.06,447.84,3872.58,-1834.13,45.63,-2192.43,-1788.49,-3980.92
10,406.71,866.81,1354.41,-1000.88,-8159.55,446.79,3867.03,-1849.91,45.4,-2218.69,-1804.51,-4023.2

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,690.7,1230.55,1397.9,-955.43,-8199.52,454.56,3905.99,-1821.91,46.34,-1475.26,-1775.57,-3250.83
2,557.22,1060.88,1392.99,-988.68,-8179.87,455.07,3913.41,-1859.85,45.55,-1788.96,-1814.3,-3603.26
3,481.05,967.05,1387.37,-984.64,-8233.44,457.36,3935.56,-1833.12,45.84,-1989.68,-1787.28,-3776.96
4,464.82,909.23,1363.92,-967.01,-8195.06,466.87,3918.26,-1854.92,45.95,-2038.97,-1808.97,-3847.95
5,447.21,871.13,1349.4,-998.83,-8222.67,447.23,3927.87,-1850.76,45.05,-2178.65,-1805.71,-3984.36
6,427.66,862.03,1353.59,-971.35,-8198.41,454.86,3905.41,-1827.31,45.27,-2166.21,-1782.04,-3948.26
7,399.42,911.23,1365.28,-954.57,-8195.68,452.78,3876.51,-1847.6,45.68,-2145.04,-1801.92,-3946.96
8,411.88,851.07,1386.13,-980.52,-8195.37,448.82,3914.62,-1855.58,46.2,-2163.37,-1809.38,-3972.75
9,410.15,865.04,1368.45,-966.89,-8185.8,447.8,3872.66,-1838.53,45.91,-2188.59,-1792.62,-3981.21
10,406.54,862.61,1354.19,-988.92,-8160.47,446.26,3867.25,-1853.38,45.65,-2212.55,-1807.74,-4020.28

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,-0.0,0.0,-0.0,-10.89,0.08,0.0,0.0,3.39,-1.77,-10.81,1.62,-9.2
2,0.0,0.0,0.0,-12.32,-0.2,0.0,-0.0,4.33,-1.86,-12.52,2.47,-10.05
3,0.0,0.0,-0.0,-12.51,-0.2,0.0,-0.0,4.45,-1.77,-12.71,2.68,-10.03
4,0.0,0.0,0.0,-11.72,-0.13,-0.0,-0.0,4.59,-1.74,-11.85,2.85,-9.0
5,0.0,0.0,-0.0,-10.55,-0.1,0.0,-0.0,4.42,-1.68,-10.65,2.74,-7.91
6,-0.0,-0.0,0.0,-10.67,0.03,-0.0,-0.0,3.19,-1.77,-10.64,1.41,-9.23
7,0.0,0.0,-0.0,-12.26,0.09,0.0,0.0,4.22,-1.77,-12.18,2.45,-9.73
8,0.0,0.0,0.0,-9.39,0.05,-0.0,0.0,3.68,-1.68,-9.34,2.0,-7.34
9,0.0,0.0,-0.0,-10.93,-0.12,0.0,0.0,4.54,-1.7,-11.05,2.85,-8.2
10,-0.0,0.0,0.0,-11.98,-0.04,-0.0,-0.0,3.58,-1.66,-12.02,1.92,-10.1


