GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,677.7,1221.72,1396.57,-956.88,-8373.1,453.48,3892.2,-1696.26,46.44,-1688.31,-1649.82,-3338.14
2,542.64,1060.26,1391.18,-987.17,-8360.28,453.47,3899.42,-1727.97,45.74,-2000.49,-1682.23,-3682.72
3,473.29,967.33,1384.16,-983.96,-8406.83,456.1,3920.07,-1706.26,46.24,-2189.83,-1660.02,-3849.85
4,455.72,912.8,1360.42,-968.75,-8372.25,465.92,3904.03,-1723.35,46.26,-2242.11,-1677.09,-3919.19
5,439.76,871.67,1345.36,-996.67,-8403.56,445.92,3913.83,-1719.1,45.54,-2383.7,-1673.56,-4057.26
6,421.29,864.64,1352.16,-970.62,-8370.62,452.89,3890.46,-1701.51,45.58,-2359.81,-1655.93,-4015.74
7,390.44,914.42,1362.75,-954.24,-8369.84,451.38,3862.52,-1719.92,46.1,-2342.57,-1673.82,-4016.4
8,406.1,855.93,1382.45,-973.18,-8380.89,447.94,3900.28,-1720.47,46.7,-2361.37,-1673.78,-4035.14
9,400.96,869.96,1364.94,-963.92,-8365.62,446.71,3857.31,-1705.48,46.29,-2389.67,-1659.18,-4048.85
10,397.81,866.26,1351.81,-987.64,-8338.33,445.17,3853.15,-1721.87,46.17,-2411.77,-1675.71,-4087.48

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,677.63,1218.3,1396.41,-947.73,-8373.96,453.23,3892.34,-1699.41,46.7,-1683.78,-1652.71,-3336.49
2,542.42,1055.41,1391.04,-976.63,-8360.91,453.19,3899.54,-1732.16,46.04,-1995.94,-1686.11,-3682.05
3,473.2,964.04,1382.99,-972.99,-8407.49,455.6,3920.26,-1710.76,46.49,-2184.39,-1664.27,-3848.66
4,455.62,908.07,1359.81,-958.57,-8372.99,465.23,3904.22,-1727.93,46.45,-2238.62,-1681.48,-3920.1
5,439.27,868.05,1345.23,-987.36,-8404.49,445.25,3914.02,-1723.24,45.69,-2380.03,-1677.54,-4057.57
6,421.08,861.81,1350.87,-961.12,-8371.64,451.89,3890.63,-1704.67,45.84,-2356.48,-1658.84,-4015.31
7,390.28,911.33,1362.31,-943.35,-8370.81,451.16,3862.7,-1723.88,46.34,-2336.37,-1677.53,-4013.91
8,404.77,851.04,1381.79,-965.22,-8381.94,447.48,3900.49,-1723.85,46.84,-2361.59,-1677.01,-4038.6
9,400.14,864.75,1364.49,-953.87,-8366.29,446.67,3857.39,-1709.89,46.45,-2386.71,-1663.44,-4050.15
10,397.64,862.07,1351.58,-977.22,-8339.24,444.63,3853.37,-1725.26,46.29,-2407.17,-1678.96,-4086.13

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.0,-0.0,0.0,-9.04,-0.04,0.0,-0.0,3.27,-1.67,-9.09,1.6,-7.48
2,0.0,0.0,0.0,-10.44,-0.28,0.0,-0.0,4.31,-1.72,-10.72,2.59,-8.13
3,-0.0,-0.0,-0.0,-10.95,-0.26,-0.0,-0.0,4.62,-1.66,-11.21,2.96,-8.26
4,0.0,-0.0,0.0,-10.15,-0.2,-0.0,0.0,4.69,-1.61,-10.35,3.09,-7.26
5,-0.0,-0.0,-0.0,-9.26,-0.02,0.0,-0.0,4.24,-1.56,-9.28,2.68,-6.6
6,-0.0,0.0,0.0,-9.57,0.07,0.0,-0.0,3.27,-1.67,-9.5,1.6,-7.9
7,-0.0,0.0,-0.0,-10.8,0.05,0.0,0.0,4.08,-1.66,-10.75,2.42,-8.32
8,-0.0,-0.0,0.0,-7.9,0.12,0.0,-0.0,3.5,-1.55,-7.78,1.94,-5.84
9,0.0,-0.0,-0.0,-9.96,-0.2,0.0,-0.0,4.55,-1.58,-10.16,2.97,-7.19
10,-0.0,0.0,-0.0,-10.44,-0.05,0.0,-0.0,3.5,-1.54,-10.49,1.95,-8.54


