GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,755.92,1233.62,1397.44,-973.04,-8376.16,456.71,3949.51,-1741.65,45.32,-1556.0,-1696.33,-3252.32
2,614.49,1066.42,1393.1,-1001.21,-8369.38,456.04,3958.57,-1770.7,44.52,-1881.98,-1726.18,-3608.16
3,541.72,972.73,1388.67,-1001.09,-8418.33,459.55,3981.52,-1749.04,44.89,-2075.23,-1704.15,-3779.38
4,522.92,914.9,1363.46,-985.69,-8385.68,469.52,3964.4,-1765.91,44.98,-2136.16,-1720.93,-3857.09
5,507.02,875.66,1349.93,-1013.54,-8414.08,449.16,3974.28,-1762.57,44.24,-2271.57,-1718.33,-3989.9
6,487.69,867.53,1354.31,-986.33,-8386.46,457.32,3951.78,-1742.34,44.27,-2254.17,-1698.07,-3952.23
7,457.99,915.65,1365.74,-971.93,-8381.84,454.94,3923.56,-1762.57,44.74,-2235.89,-1717.83,-3953.72
8,473.44,853.53,1387.09,-990.14,-8397.32,451.34,3959.9,-1758.37,45.25,-2262.15,-1713.11,-3975.27
9,469.94,870.14,1368.66,-981.12,-8379.15,448.48,3919.65,-1747.72,45.05,-2283.39,-1702.68,-3986.06
10,463.18,867.84,1354.52,-1004.01,-8349.84,448.79,3913.51,-1764.36,44.79,-2306.0,-1719.57,-4025.56

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,755.86,1230.21,1397.28,-961.99,-8377.14,456.46,3949.65,-1745.07,45.68,-1549.67,-1699.39,-3249.06
2,614.27,1061.58,1392.95,-988.7,-8370.04,455.76,3958.69,-1775.04,44.96,-1875.49,-1730.08,-3605.57
3,541.63,969.45,1387.5,-988.45,-8419.08,459.04,3981.71,-1753.58,45.25,-2068.2,-1708.33,-3776.53
4,522.81,910.17,1362.85,-973.86,-8386.47,468.83,3964.59,-1770.5,45.31,-2131.06,-1725.2,-3856.26
5,506.54,872.03,1349.81,-1002.85,-8414.98,448.49,3974.48,-1766.96,44.51,-2266.49,-1722.45,-3988.94
6,487.48,864.69,1353.02,-975.6,-8387.46,456.32,3951.95,-1745.67,44.64,-2249.6,-1701.03,-3950.63
7,457.84,912.56,1365.31,-959.49,-8382.87,454.71,3923.73,-1766.79,45.1,-2228.21,-1721.69,-3949.9
8,472.1,848.64,1386.44,-980.64,-8398.3,450.88,3960.11,-1761.98,45.52,-2260.77,-1716.46,-3977.23
9,469.13,864.94,1368.2,-970.02,-8379.83,448.44,3919.74,-1752.34,45.32,-2279.41,-1707.02,-3986.43
10,463.01,863.65,1354.3,-991.98,-8350.75,448.26,3913.73,-1767.99,45.04,-2299.79,-1722.95,-4022.74

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.0,-0.0,-0.0,-10.95,0.08,-0.0,-0.0,3.54,-1.77,-10.87,1.77,-9.1
2,0.0,-0.0,0.0,-12.41,-0.24,0.0,0.0,4.47,-1.86,-12.65,2.61,-10.04
3,0.0,-0.0,-0.0,-12.63,-0.18,0.0,0.0,4.67,-1.78,-12.81,2.89,-9.92
4,-0.0,-0.0,0.0,-11.81,-0.16,-0.0,-0.0,4.7,-1.74,-11.96,2.96,-9.0
5,0.0,-0.0,0.0,-10.65,-0.05,0.0,-0.0,4.5,-1.69,-10.7,2.82,-7.88
6,0.0,0.0,0.0,-10.79,0.05,-0.0,0.0,3.44,-1.78,-10.74,1.66,-9.08
7,0.0,-0.0,0.0,-12.35,0.12,-0.0,0.0,4.35,-1.77,-12.23,2.58,-9.65
8,0.0,0.0,0.0,-9.44,0.05,-0.0,0.0,3.73,-1.68,-9.39,2.05,-7.33
9,0.0,0.0,-0.0,-11.01,-0.18,0.0,0.0,4.76,-1.69,-11.18,3.06,-8.12
10,0.0,-0.0,-0.0,-12.04,-0.05,-0.0,-0.0,3.74,-1.66,-12.09,2.08,-10.02


