GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,692.7,1227.56,1396.0,-966.16,-8630.25,454.64,4212.79,-1562.01,45.4,-1612.72,-1516.61,-3129.33
2,554.52,1061.53,1388.8,-996.48,-8622.92,455.49,4222.5,-1593.0,44.51,-1936.57,-1548.49,-3485.06
3,480.19,968.16,1385.76,-996.12,-8664.21,457.07,4243.27,-1578.04,44.96,-2125.88,-1533.08,-3658.97
4,461.62,908.44,1361.16,-978.71,-8629.15,466.07,4226.24,-1591.77,44.99,-2184.34,-1546.78,-3731.12
5,442.23,871.4,1346.95,-1006.98,-8658.41,447.6,4233.95,-1588.55,44.27,-2323.26,-1544.27,-3867.53
6,428.45,861.46,1351.84,-979.68,-8631.9,453.68,4212.64,-1569.54,44.27,-2303.5,-1525.27,-3828.77
7,393.86,909.07,1361.91,-973.72,-8623.82,454.35,4188.19,-1591.69,44.78,-2290.17,-1546.91,-3837.08
8,412.21,847.87,1385.32,-983.42,-8635.17,450.37,4226.33,-1596.03,45.37,-2296.49,-1550.66,-3847.15
9,409.01,867.38,1367.16,-974.97,-8614.54,447.61,4178.26,-1577.4,45.08,-2320.1,-1532.32,-3852.42
10,402.63,864.78,1351.72,-998.73,-8596.91,445.15,4178.6,-1591.11,44.89,-2352.76,-1546.21,-3898.97

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,692.64,1224.14,1395.84,-955.13,-8631.25,454.39,4212.94,-1565.27,45.75,-1606.44,-1519.52,-3125.96
2,554.3,1056.69,1388.65,-984.06,-8623.49,455.21,4222.62,-1597.37,44.95,-1930.08,-1552.42,-3482.5
3,480.1,964.87,1384.58,-983.53,-8664.96,456.57,4243.46,-1582.45,45.33,-2118.91,-1537.12,-3656.03
4,461.52,903.71,1360.55,-966.94,-8629.98,465.38,4226.42,-1596.19,45.32,-2179.34,-1550.87,-3730.21
5,441.74,867.77,1346.83,-996.36,-8659.37,446.93,4234.15,-1592.77,44.55,-2318.3,-1548.23,-3866.53
6,428.24,858.62,1350.55,-969.03,-8632.9,452.69,4212.82,-1572.74,44.64,-2299.01,-1528.11,-3827.12
7,393.7,905.99,1361.48,-961.34,-8624.85,454.12,4188.36,-1595.8,45.14,-2282.54,-1550.66,-3833.2
8,410.88,842.98,1384.66,-973.99,-8636.16,449.91,4226.54,-1599.52,45.63,-2295.18,-1553.89,-3849.06
9,408.2,862.17,1366.7,-963.94,-8615.24,447.57,4178.34,-1581.87,45.35,-2316.2,-1536.52,-3852.73
10,402.45,860.58,1351.5,-986.77,-8597.88,444.62,4178.82,-1594.59,45.14,-2346.68,-1549.45,-3896.13

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.0,0.0,-0.0,-10.92,0.1,-0.0,0.0,3.39,-1.77,-10.82,1.62,-9.21
2,-0.0,0.0,0.0,-12.32,-0.33,-0.0,-0.0,4.49,-1.86,-12.65,2.63,-10.02
3,0.0,0.0,-0.0,-12.57,-0.17,0.0,0.0,4.53,-1.78,-12.74,2.75,-10.0
4,-0.0,-0.0,0.0,-11.75,-0.12,-0.0,0.0,4.53,-1.74,-11.87,2.79,-9.08
5,-0.0,-0.0,-0.0,-10.57,0.0,-0.0,-0.0,4.34,-1.69,-10.57,2.65,-7.92
6,0.0,-0.0,0.0,-10.72,0.05,-0.0,0.0,3.31,-1.78,-10.66,1.53,-9.13
7,0.0,0.0,-0.0,-12.29,0.12,0.0,0.0,4.24,-1.77,-12.18,2.46,-9.72
8,0.0,-0.0,0.0,-9.37,0.06,0.0,-0.0,3.61,-1.68,-9.31,1.93,-7.38
9,0.0,-0.0,-0.0,-10.94,-0.16,-0.0,-0.0,4.61,-1.69,-11.1,2.92,-8.18
10,-0.0,-0.0,0.0,-11.97,0.01,-0.0,-0.0,3.59,-1.66,-11.96,1.93,-10.03


