GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,694.41,1234.16,1390.62,-970.3,-8355.6,454.99,3980.86,-1686.54,45.59,-1570.85,-1640.95,-3211.8
2,556.37,1066.57,1386.84,-998.39,-8349.02,456.46,3980.45,-1715.43,44.83,-1900.72,-1670.6,-3571.32
3,483.21,974.02,1381.73,-998.06,-8395.96,459.15,4004.75,-1693.65,45.16,-2091.15,-1648.49,-3739.65
4,464.71,918.02,1358.06,-982.49,-8362.76,467.59,3988.24,-1710.88,45.27,-2148.64,-1665.61,-3814.25
5,444.96,876.61,1343.4,-1011.28,-8390.78,448.71,4000.61,-1707.95,44.5,-2287.76,-1663.45,-3951.21
6,430.07,869.15,1348.3,-984.32,-8360.71,456.1,3974.88,-1689.18,44.54,-2266.53,-1644.64,-3911.17
7,397.47,917.03,1358.23,-971.62,-8353.58,453.78,3948.87,-1707.34,44.97,-2249.83,-1662.37,-3912.2
8,414.43,857.94,1378.79,-988.74,-8362.53,451.16,3984.3,-1710.0,45.56,-2264.66,-1664.44,-3929.1
9,410.72,872.36,1362.26,-977.76,-8353.84,449.75,3942.39,-1693.36,45.35,-2294.11,-1648.01,-3942.12
10,406.02,868.39,1348.13,-1003.76,-8324.13,448.02,3937.59,-1706.6,45.07,-2319.75,-1661.53,-3981.28

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,694.35,1230.74,1390.46,-959.27,-8356.57,454.74,3981.01,-1689.83,45.95,-1564.54,-1643.88,-3208.42
2,556.15,1061.73,1386.7,-985.92,-8349.64,456.19,3980.57,-1719.68,45.28,-1894.23,-1674.4,-3568.64
3,483.12,970.74,1380.56,-985.44,-8396.7,458.64,4004.94,-1697.97,45.53,-2084.14,-1652.44,-3736.58
4,464.61,913.29,1357.45,-970.72,-8363.55,466.9,3988.43,-1715.13,45.61,-2143.59,-1669.53,-3813.11
5,444.48,872.99,1343.28,-1000.63,-8391.68,448.04,4000.81,-1712.28,44.78,-2282.73,-1667.5,-3950.23
6,429.86,866.31,1347.01,-973.62,-8361.7,455.1,3975.05,-1692.44,44.92,-2261.99,-1647.52,-3909.51
7,397.32,913.94,1357.79,-959.23,-8354.59,453.56,3949.05,-1711.46,45.33,-2242.16,-1666.13,-3908.3
8,413.09,853.06,1378.13,-979.3,-8363.51,450.7,3984.51,-1713.51,45.82,-2263.32,-1667.69,-3931.02
9,409.91,867.16,1361.81,-966.71,-8354.49,449.71,3942.48,-1697.72,45.62,-2290.14,-1652.1,-3942.24
10,405.84,864.19,1347.9,-991.79,-8325.02,447.49,3937.81,-1710.23,45.31,-2313.57,-1664.92,-3978.49

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.0,-0.0,-0.0,-10.93,0.07,0.0,0.0,3.42,-1.78,-10.86,1.65,-9.22
2,0.0,0.0,0.0,-12.37,-0.28,-0.0,0.0,4.37,-1.87,-12.65,2.5,-10.14
3,-0.0,-0.0,-0.0,-12.6,-0.18,0.0,-0.0,4.44,-1.79,-12.78,2.65,-10.13
4,0.0,-0.0,0.0,-11.75,-0.16,-0.0,-0.0,4.36,-1.75,-11.92,2.62,-9.3
5,-0.0,-0.0,-0.0,-10.6,-0.05,-0.0,-0.0,4.44,-1.69,-10.65,2.75,-7.9
6,-0.0,0.0,0.0,-10.76,0.04,-0.0,0.0,3.37,-1.79,-10.72,1.58,-9.13
7,-0.0,0.0,-0.0,-12.31,0.1,0.0,-0.0,4.25,-1.78,-12.21,2.47,-9.74
8,0.0,-0.0,0.0,-9.39,0.06,-0.0,0.0,3.63,-1.67,-9.33,1.96,-7.37
9,0.0,0.0,-0.0,-10.97,-0.21,0.0,-0.0,4.5,-1.69,-11.18,2.81,-8.37
10,0.0,0.0,0.0,-11.99,-0.07,-0.0,-0.0,3.74,-1.66,-12.06,2.08,-9.98


