GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,686.02,1220.95,1394.29,-962.84,-8377.22,453.89,3891.34,-1687.91,45.56,-1693.57,-1642.35,-3335.92
2,546.49,1059.89,1389.45,-992.41,-8370.51,455.49,3898.85,-1714.9,44.67,-2012.76,-1670.23,-3682.99
3,469.92,969.73,1384.34,-992.16,-8418.24,456.39,3919.85,-1693.87,45.14,-2210.17,-1648.73,-3858.9
4,456.4,913.9,1361.3,-974.96,-8381.96,466.45,3902.32,-1711.46,45.04,-2256.54,-1666.43,-3922.96
5,437.71,871.83,1345.56,-1003.46,-8412.89,445.25,3913.3,-1708.32,44.43,-2402.7,-1663.89,-4066.59
6,419.54,865.42,1350.58,-976.3,-8383.21,453.85,3891.06,-1689.26,44.35,-2379.07,-1644.91,-4023.98
7,390.76,913.53,1364.22,-963.26,-8378.16,451.55,3861.89,-1709.05,44.79,-2359.49,-1664.26,-4023.75
8,402.62,855.08,1384.4,-980.72,-8388.05,448.11,3900.42,-1711.97,45.46,-2378.13,-1666.51,-4044.64
9,401.83,870.26,1366.5,-970.6,-8371.47,446.73,3857.81,-1697.2,45.1,-2398.95,-1652.1,-4051.05
10,398.42,865.22,1351.29,-994.44,-8345.21,446.28,3852.4,-1711.4,44.88,-2426.03,-1666.52,-4092.56

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,685.96,1217.53,1394.13,-951.81,-8378.2,453.64,3891.49,-1691.21,45.92,-1687.27,-1645.3,-3332.57
2,546.27,1055.05,1389.31,-979.95,-8371.13,455.21,3898.97,-1719.17,45.11,-2006.27,-1674.06,-3680.33
3,469.83,966.44,1383.17,-979.54,-8418.99,455.88,3920.04,-1698.32,45.51,-2203.17,-1652.81,-3855.98
4,456.3,909.17,1360.69,-963.18,-8382.76,465.76,3902.51,-1715.95,45.36,-2251.5,-1670.58,-3922.08
5,437.22,868.2,1345.44,-992.84,-8413.81,444.58,3913.5,-1712.51,44.7,-2397.72,-1667.81,-4065.52
6,419.33,862.58,1349.29,-965.61,-8384.2,452.85,3891.23,-1692.47,44.72,-2374.53,-1647.75,-4022.28
7,390.61,910.44,1363.78,-950.87,-8379.18,451.32,3862.06,-1713.18,45.15,-2351.84,-1668.03,-4019.87
8,401.29,850.19,1383.75,-971.28,-8389.03,447.65,3900.63,-1715.47,45.72,-2376.8,-1669.75,-4046.55
9,401.01,865.06,1366.04,-959.58,-8372.11,446.68,3857.89,-1701.79,45.37,-2395.0,-1656.42,-4051.42
10,398.25,861.02,1351.07,-982.48,-8346.12,445.75,3852.62,-1714.88,45.12,-2419.9,-1669.76,-4089.67

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.06,3.42,0.16,-0.1,0.9,0.25,-0.15,-0.13,1.42,4.55,1.29,5.83
2,0.22,4.84,0.15,-0.1,0.9,0.28,-0.12,-0.12,1.42,6.16,1.3,7.46
3,0.09,3.29,1.17,-0.02,0.93,0.5,-0.19,-0.12,1.41,5.77,1.29,7.06
4,0.1,4.73,0.61,-0.02,0.95,0.69,-0.19,-0.11,1.42,6.87,1.3,8.17
5,0.49,3.62,0.13,-0.05,0.95,0.67,-0.2,-0.11,1.41,5.61,1.3,6.91
6,0.21,2.84,1.29,0.07,0.95,0.99,-0.17,-0.11,1.41,6.17,1.3,7.47
7,0.15,3.09,0.43,-0.09,0.91,0.22,-0.18,-0.13,1.42,4.55,1.29,5.83
8,1.33,4.88,0.66,-0.06,0.93,0.46,-0.21,-0.12,1.41,8.0,1.29,9.29
9,0.81,5.2,0.46,-0.09,0.86,0.04,-0.08,-0.14,1.42,7.2,1.28,8.48
10,0.17,4.2,0.22,0.02,0.96,0.53,-0.22,-0.11,1.42,5.89,1.31,7.19

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,-0.0,0.0,-0.0,-10.93,0.08,0.0,0.0,3.43,-1.77,-10.85,1.66,-9.19
2,0.0,0.0,0.0,-12.37,-0.28,0.0,0.0,4.4,-1.86,-12.65,2.54,-10.11
3,-0.0,-0.0,0.0,-12.6,-0.18,0.0,0.0,4.57,-1.78,-12.77,2.79,-9.99
4,-0.0,0.0,0.0,-11.76,-0.15,-0.0,-0.0,4.6,-1.74,-11.9,2.86,-9.05
5,-0.0,-0.0,-0.0,-10.57,-0.03,0.0,-0.0,4.3,-1.69,-10.6,2.61,-7.98
6,-0.0,-0.0,-0.0,-10.75,0.05,0.0,0.0,3.32,-1.78,-10.71,1.54,-9.17
7,0.0,0.0,-0.0,-12.3,0.11,-0.0,0.0,4.26,-1.77,-12.19,2.49,-9.71
8,0.0,-0.0,0.0,-9.38,0.04,0.0,0.0,3.62,-1.68,-9.33,1.94,-7.39
9,0.0,-0.0,-0.0,-10.93,-0.21,-0.0,0.0,4.73,-1.69,-11.15,3.04,-8.11
10,0.0,0.0,0.0,-11.97,-0.04,-0.0,-0.0,3.6,-1.66,-12.02,1.94,-10.08


